# Source of truth for which script a glyph belongs to.
# script: simplified  = has a distinct traditional counterpart (国 <- 國)
#         traditional = has a distinct simplified counterpart  (國 -> 国)
# Anything absent from this file is `both` — unchanged between the scripts (人, 大, 一),
# which is the majority of the dictionary.
#
# counterpart is informational: the opposite-script form(s) Unihan records.
# Generated by scripts/build-script-classification.mjs — do not hand-edit; add an
# OVERRIDE there instead so a regeneration keeps the decision.
glyph	codepoint	script	counterpart	override
稅	U+7A05	traditional	税	
稈	U+7A08	traditional	秆	
稟	U+7A1F	traditional	禀	
種	U+7A2E	traditional	种	
稱	U+7A31	traditional	称	
穀	U+7A40	traditional	谷	
穌	U+7A4C	traditional	稣	
積	U+7A4D	traditional	积	
穎	U+7A4E	traditional	颖	
穡	U+7A61	traditional	穑	
穢	U+7A62	traditional	秽	
穩	U+7A69	traditional	稳	
穫	U+7A6B	traditional	获	
窩	U+7AA9	traditional	窝	
窪	U+7AAA	traditional	洼	
窮	U+7AAE	traditional	穷	
窯	U+7AAF	traditional	窑	
窺	U+7ABA	traditional	窥	
竄	U+7AC4	traditional	窜	
竅	U+7AC5	traditional	窍	
竇	U+7AC7	traditional	窦	
竈	U+7AC8	traditional	灶	
竊	U+7ACA	traditional	窃	
競	U+7AF6	traditional	竞	
筆	U+7B46	traditional	笔	
筍	U+7B4D	traditional	笋	
箋	U+7B8B	traditional	笺	
箏	U+7B8F	traditional	筝	
節	U+7BC0	traditional	节	
範	U+7BC4	traditional	范	
築	U+7BC9	traditional	筑	
篋	U+7BCB	traditional	箧	
篔	U+7BD4	traditional	筼	
篤	U+7BE4	traditional	笃	
篩	U+7BE9	traditional	筛	
篳	U+7BF3	traditional	筚	
簞	U+7C1E	traditional	箪	
簡	U+7C21	traditional	简	
簣	U+7C23	traditional	篑	
簫	U+7C2B	traditional	箫	
簹	U+7C39	traditional	筜	
簽	U+7C3D	traditional	签	
簾	U+7C3E	traditional	帘	
籃	U+7C43	traditional	篮	
籌	U+7C4C	traditional	筹	
籙	U+7C59	traditional	箓	
籟	U+7C5F	traditional	籁	
籠	U+7C60	traditional	笼	
籤	U+7C64	traditional	签	
籬	U+7C6C	traditional	篱	
籮	U+7C6E	traditional	箩	
籲	U+7C72	traditional	吁	
粵	U+7CB5	traditional	粤	
糞	U+7CDE	traditional	粪	
糧	U+7CE7	traditional	粮	
糰	U+7CF0	traditional	团𰪶	
糲	U+7CF2	traditional	粝	
糹	U+7CF9	traditional	纟	
糾	U+7CFE	traditional	纠	
紀	U+7D00	traditional	纪	
紂	U+7D02	traditional	纣	
約	U+7D04	traditional	约	
紅	U+7D05	traditional	红	
紆	U+7D06	traditional	纡	
紇	U+7D07	traditional	纥	
紈	U+7D08	traditional	纨	
紉	U+7D09	traditional	纫	
紋	U+7D0B	traditional	纹	
納	U+7D0D	traditional	纳	
紐	U+7D10	traditional	纽	
紓	U+7D13	traditional	纾	
純	U+7D14	traditional	纯	
紕	U+7D15	traditional	纰	
紗	U+7D17	traditional	纱	
紙	U+7D19	traditional	纸	
級	U+7D1A	traditional	级	
紛	U+7D1B	traditional	纷	
紜	U+7D1C	traditional	纭	
紡	U+7D21	traditional	纺	
細	U+7D30	traditional	细	
紳	U+7D33	traditional	绅	
紹	U+7D39	traditional	绍	
紺	U+7D3A	traditional	绀	
紼	U+7D3C	traditional	绋	
絀	U+7D40	traditional	绌	
終	U+7D42	traditional	终	
組	U+7D44	traditional	组	
絆	U+7D46	traditional	绊	
絎	U+7D4E	traditional	绗	
結	U+7D50	traditional	结	
絓	U+7D53	traditional	𮉤	
絕	U+7D55	traditional	绝	
絘	U+7D58	traditional	𰬒	
絛	U+7D5B	traditional	绦	
絞	U+7D5E	traditional	绞	
絡	U+7D61	traditional	络	
絢	U+7D62	traditional	绚	
給	U+7D66	traditional	给	
絨	U+7D68	traditional	绒	
統	U+7D71	traditional	统	
絲	U+7D72	traditional	丝	
絳	U+7D73	traditional	绛	
絹	U+7D79	traditional	绢	
絻	U+7D7B	traditional	𰬜	
綁	U+7D81	traditional	绑	
綏	U+7D8F	traditional	绥	
經	U+7D93	traditional	经	
綜	U+7D9C	traditional	综	
綠	U+7DA0	traditional	绿	
綢	U+7DA2	traditional	绸	
綣	U+7DA3	traditional	绻	
綬	U+7DAC	traditional	绶	
維	U+7DAD	traditional	维	
綱	U+7DB1	traditional	纲	
網	U+7DB2	traditional	网	
綴	U+7DB4	traditional	缀	
綵	U+7DB5	traditional	䌽	
綷	U+7DB7	traditional	𮉬	
綸	U+7DB8	traditional	纶	
綹	U+7DB9	traditional	绺	
綺	U+7DBA	traditional	绮	
綻	U+7DBB	traditional	绽	
綽	U+7DBD	traditional	绰	
綿	U+7DBF	traditional	绵	
緄	U+7DC4	traditional	绲	
緊	U+7DCA	traditional	紧	
緋	U+7DCB	traditional	绯	
緒	U+7DD2	traditional	绪	
緘	U+7DD8	traditional	缄	
線	U+7DDA	traditional	线缐	
緝	U+7DDD	traditional	缉	
緞	U+7DDE	traditional	缎	
締	U+7DE0	traditional	缔	
緣	U+7DE3	traditional	缘	
編	U+7DE8	traditional	编	
緩	U+7DE9	traditional	缓	
緬	U+7DEC	traditional	缅	
緯	U+7DEF	traditional	纬	
緲	U+7DF2	traditional	缈	
練	U+7DF4	traditional	练	
緻	U+7DFB	traditional	致𰬫	
縈	U+7E08	traditional	萦	
縉	U+7E09	traditional	缙	
縊	U+7E0A	traditional	缢	
縕	U+7E15	traditional	缊	
縛	U+7E1B	traditional	缚	
縞	U+7E1E	traditional	缟	
縟	U+7E1F	traditional	缛	
縣	U+7E23	traditional	县	
縧	U+7E27	traditional	绦	
縩	U+7E29	traditional	𮉯	
縫	U+7E2B	traditional	缝	
縭	U+7E2D	traditional	缡	
縮	U+7E2E	traditional	缩	
縱	U+7E31	traditional	纵	
縴	U+7E34	traditional	纤𰬮	
縵	U+7E35	traditional	缦	
縷	U+7E37	traditional	缕	
縹	U+7E39	traditional	缥	
總	U+7E3D	traditional	总	
績	U+7E3E	traditional	绩	
繃	U+7E43	traditional	绷	
繆	U+7E46	traditional	缪	
繒	U+7E52	traditional	缯	
織	U+7E54	traditional	织	
繕	U+7E55	traditional	缮	
繚	U+7E5A	traditional	缭	
繞	U+7E5E	traditional	绕	
繡	U+7E61	traditional	绣𰬩	
繩	U+7E69	traditional	绳	
繪	U+7E6A	traditional	绘	
繫	U+7E6B	traditional	系	
繭	U+7E6D	traditional	茧	
繯	U+7E6F	traditional	缳	
繰	U+7E70	traditional	缲	
繳	U+7E73	traditional	缴	
繹	U+7E79	traditional	绎	
繼	U+7E7C	traditional	继	
繽	U+7E7D	traditional	缤	
繾	U+7E7E	traditional	缱	
纈	U+7E88	traditional	缬	
續	U+7E8C	traditional	续	
纍	U+7E8D	traditional	累	
纏	U+7E8F	traditional	缠	
纓	U+7E93	traditional	缨	
纔	U+7E94	traditional	才	
纖	U+7E96	traditional	纤	
纜	U+7E9C	traditional	缆	
缽	U+7F3D	traditional	钵	
罈	U+7F48	traditional	坛	
罌	U+7F4C	traditional	罂	
罰	U+7F70	traditional	罚	
罵	U+7F75	traditional	骂	
罷	U+7F77	traditional	罢	
羅	U+7F85	traditional	罗	
羆	U+7F86	traditional	罴	
羈	U+7F88	traditional	羁	
羋	U+7F8B	traditional	芈	
羥	U+7FA5	traditional	羟	
義	U+7FA9	traditional	义	
習	U+7FD2	traditional	习	
翹	U+7FF9	traditional	翘	
聖	U+8056	traditional	圣	
聞	U+805E	traditional	闻	
聯	U+806F	traditional	联	
聰	U+8070	traditional	聪	
聲	U+8072	traditional	声	
聳	U+8073	traditional	耸	
聵	U+8075	traditional	聩	
聶	U+8076	traditional	聂	
職	U+8077	traditional	职	
聽	U+807D	traditional	听	
聾	U+807E	traditional	聋	
肅	U+8085	traditional	肃	
脅	U+8105	traditional	胁	
脈	U+8108	traditional	脉	
脛	U+811B	traditional	胫	
脫	U+812B	traditional	脱	
脹	U+8139	traditional	胀	
腎	U+814E	traditional	肾	
腖	U+8156	traditional	胨	
腦	U+8166	traditional	脑	
腫	U+816B	traditional	肿	
腳	U+8173	traditional	脚	
腸	U+8178	traditional	肠	
膃	U+8183	traditional	腽	
膕	U+8195	traditional	腘	
膚	U+819A	traditional	肤	
膠	U+81A0	traditional	胶	
膩	U+81A9	traditional	腻	
膽	U+81BD	traditional	胆	
膾	U+81BE	traditional	脍	
膿	U+81BF	traditional	脓	
臉	U+81C9	traditional	脸	
臍	U+81CD	traditional	脐	
臘	U+81D8	traditional	腊	
臚	U+81DA	traditional	胪	
臟	U+81DF	traditional	脏	
臠	U+81E0	traditional	脔	
臢	U+81E2	traditional	臜	
臤	U+81E4	traditional	𰀡	
臨	U+81E8	traditional	临	
臺	U+81FA	traditional	台	
與	U+8207	traditional	与	
興	U+8208	traditional	兴	
舉	U+8209	traditional	举	
舊	U+820A	traditional	旧	
艙	U+8259	traditional	舱	
艦	U+8266	traditional	舰	
艱	U+8271	traditional	艰	
艷	U+8277	traditional	艳	
芻	U+82BB	traditional	刍	
苧	U+82E7	traditional	苎	override
茲	U+8332	traditional	兹	
荊	U+834A	traditional	荆	
莊	U+838A	traditional	庄	
莖	U+8396	traditional	茎	
莢	U+83A2	traditional	荚	
莧	U+83A7	traditional	苋	
華	U+83EF	traditional	华	
萊	U+840A	traditional	莱	
萬	U+842C	traditional	万	
葉	U+8449	traditional	叶	
著	U+8457	traditional	着	
葦	U+8466	traditional	苇	
葷	U+8477	traditional	荤	
蒓	U+8493	traditional	莼	
蒔	U+8494	traditional	莳	
蒞	U+849E	traditional	莅	
蒭	U+84AD	traditional	𫇴	
蒼	U+84BC	traditional	苍	
蓋	U+84CB	traditional	盖	
蓮	U+84EE	traditional	莲	
蓴	U+84F4	traditional	莼	
蓽	U+84FD	traditional	荜	
蔔	U+8514	traditional	卜	
蔣	U+8523	traditional	蒋	
蔥	U+8525	traditional	葱	
蔭	U+852D	traditional	荫	
蕎	U+854E	traditional	荞	
蕑	U+8551	traditional	𰱇	
蕒	U+8552	traditional	荬	
蕓	U+8553	traditional	芸	
蕕	U+8555	traditional	莸	
蕘	U+8558	traditional	荛	
蕢	U+8562	traditional	蒉	
蕩	U+8569	traditional	荡	
蕪	U+856A	traditional	芜	
蕭	U+856D	traditional	萧	
蕷	U+8577	traditional	蓣	
薈	U+8588	traditional	荟	
薊	U+858A	traditional	蓟	
薌	U+858C	traditional	芗	
薑	U+8591	traditional	姜	
薔	U+8594	traditional	蔷	
薦	U+85A6	traditional	荐	
薩	U+85A9	traditional	萨	
薳	U+85B3	traditional	䓕	
薺	U+85BA	traditional	荠	
藇	U+85C7	traditional	𰰠	
藉	U+85C9	traditional	借	
藍	U+85CD	traditional	蓝	
藘	U+85D8	traditional	𰱮	
藝	U+85DD	traditional	艺	
藥	U+85E5	traditional	药	
藪	U+85EA	traditional	薮	
藭	U+85ED	traditional	䓖	
藹	U+85F9	traditional	蔼	
藺	U+85FA	traditional	蔺	
蘄	U+8604	traditional	蕲	
蘆	U+8606	traditional	芦	
蘇	U+8607	traditional	苏	
蘊	U+860A	traditional	蕴	
蘋	U+860B	traditional	苹𬞟	
蘚	U+861A	traditional	藓	
蘞	U+861E	traditional	蔹	
蘢	U+8622	traditional	茏	
蘭	U+862D	traditional	兰𬞕	
蘵	U+8635	traditional	𰱲	
蘺	U+863A	traditional	蓠	
蘿	U+863F	traditional	萝	
處	U+8655	traditional	处	
虛	U+865B	traditional	虚	
虜	U+865C	traditional	虏	
號	U+865F	traditional	号	
虧	U+8667	traditional	亏	
蛵	U+86F5	traditional	𰲶	
蛺	U+86FA	traditional	蛱	
蛻	U+86FB	traditional	蜕	
蝕	U+8755	traditional	蚀	
蝟	U+875F	traditional	猬	
蝦	U+8766	traditional	虾	
蝸	U+8778	traditional	蜗	
螄	U+8784	traditional	蛳	
螞	U+879E	traditional	蚂	
螢	U+87A2	traditional	萤	
螮	U+87AE	traditional	䗖	
螻	U+87BB	traditional	蝼	
蟄	U+87C4	traditional	蛰	
蟈	U+87C8	traditional	蝈	
蟎	U+87CE	traditional	螨	
蟜	U+87DC	traditional	𫊸	
蟣	U+87E3	traditional	虮	
蟬	U+87EC	traditional	蝉	
蟯	U+87EF	traditional	蛲	
蟲	U+87F2	traditional	虫	
蟻	U+87FB	traditional	蚁	
蠅	U+8805	traditional	蝇	
蠑	U+8811	traditional	蝾	
蠟	U+881F	traditional	蜡	
蠣	U+8823	traditional	蛎	
蠨	U+8828	traditional	蟏	
蠱	U+8831	traditional	蛊	
蠶	U+8836	traditional	蚕	
蠻	U+883B	traditional	蛮	
衆	U+8846	traditional	众	
衊	U+884A	traditional	蔑	
術	U+8853	traditional	术	
衕	U+8855	traditional	同	
衚	U+885A	traditional	胡	
衛	U+885B	traditional	卫	
衝	U+885D	traditional	冲	
衹	U+8879	traditional	只	
袞	U+889E	traditional	衮	
裊	U+88CA	traditional	袅	
裏	U+88CF	traditional	里	
補	U+88DC	traditional	补	
裝	U+88DD	traditional	装	
裡	U+88E1	traditional	里	
製	U+88FD	traditional	制	
複	U+8907	traditional	复	
褲	U+8932	traditional	裤	
褳	U+8933	traditional	裢	
褸	U+8938	traditional	褛	
褻	U+893B	traditional	亵	
襖	U+8956	traditional	袄	
襠	U+8960	traditional	裆	
襤	U+8964	traditional	褴	
襪	U+896A	traditional	袜	
襯	U+896F	traditional	衬	
襲	U+8972	traditional	袭	
覆	U+8986	traditional	复	
見	U+898B	traditional	见	
規	U+898F	traditional	规	
覓	U+8993	traditional	觅	
視	U+8996	traditional	视	
覘	U+8998	traditional	觇	
覡	U+89A1	traditional	觋	
覦	U+89A6	traditional	觎	
親	U+89AA	traditional	亲	
覬	U+89AC	traditional	觊	
覲	U+89B2	traditional	觐	
覷	U+89B7	traditional	觑	
覺	U+89BA	traditional	觉	
覽	U+89BD	traditional	览	
觀	U+89C0	traditional	观	
觴	U+89F4	traditional	觞	
觸	U+89F8	traditional	触	
訁	U+8A01	traditional	讠	
訂	U+8A02	traditional	订	
訃	U+8A03	traditional	讣	
計	U+8A08	traditional	计	
訊	U+8A0A	traditional	讯	
訌	U+8A0C	traditional	讧	
討	U+8A0E	traditional	讨	
訓	U+8A13	traditional	训	
訕	U+8A15	traditional	讪	
訖	U+8A16	traditional	讫	
託	U+8A17	traditional	讬	
記	U+8A18	traditional	记	
訛	U+8A1B	traditional	讹	
訝	U+8A1D	traditional	讶	
訟	U+8A1F	traditional	讼	
訢	U+8A22	traditional	䜣	
訣	U+8A23	traditional	诀	
訥	U+8A25	traditional	讷	
訪	U+8A2A	traditional	访	
設	U+8A2D	traditional	设	
許	U+8A31	traditional	许	
訴	U+8A34	traditional	诉	
訶	U+8A36	traditional	诃	
診	U+8A3A	traditional	诊	
註	U+8A3B	traditional	注𬣣	
詆	U+8A46	traditional	诋	
詐	U+8A50	traditional	诈	
詒	U+8A52	traditional	诒	
詔	U+8A54	traditional	诏	
評	U+8A55	traditional	评	
詛	U+8A5B	traditional	诅	
詞	U+8A5E	traditional	词	
詠	U+8A60	traditional	咏𰵞	
詡	U+8A61	traditional	诩	
詢	U+8A62	traditional	询	
詣	U+8A63	traditional	诣	
試	U+8A66	traditional	试	
詩	U+8A69	traditional	诗	
詫	U+8A6B	traditional	诧	
詬	U+8A6C	traditional	诟	
詭	U+8A6D	traditional	诡	
詮	U+8A6E	traditional	诠	
詰	U+8A70	traditional	诘	
話	U+8A71	traditional	话	
該	U+8A72	traditional	该	
詳	U+8A73	traditional	详	
詼	U+8A7C	traditional	诙	
詿	U+8A7F	traditional	诖	
誅	U+8A85	traditional	诛	
誆	U+8A86	traditional	诓	
誇	U+8A87	traditional	夸	
誌	U+8A8C	traditional	志𰵧	
認	U+8A8D	traditional	认	
誑	U+8A91	traditional	诳	
誒	U+8A92	traditional	诶	
誕	U+8A95	traditional	诞	
誘	U+8A98	traditional	诱	
誙	U+8A99	traditional	𰵡	
誚	U+8A9A	traditional	诮	
語	U+8A9E	traditional	语	
誠	U+8AA0	traditional	诚	
誡	U+8AA1	traditional	诫	
誣	U+8AA3	traditional	诬	
誤	U+8AA4	traditional	误	
誦	U+8AA6	traditional	诵	
誨	U+8AA8	traditional	诲	
說	U+8AAA	traditional	说	
誰	U+8AB0	traditional	谁	
課	U+8AB2	traditional	课	
誹	U+8AB9	traditional	诽	
誼	U+8ABC	traditional	谊	
誾	U+8ABE	traditional	訚	
調	U+8ABF	traditional	调	
諂	U+8AC2	traditional	谄	
諄	U+8AC4	traditional	谆	
談	U+8AC7	traditional	谈	
諉	U+8AC9	traditional	诿	
請	U+8ACB	traditional	请	
諒	U+8AD2	traditional	谅	
論	U+8AD6	traditional	论	
諛	U+8ADB	traditional	谀	
諜	U+8ADC	traditional	谍	
諠	U+8AE0	traditional	𬤎	
諢	U+8AE2	traditional	诨	
諤	U+8AE4	traditional	谔	
諦	U+8AE6	traditional	谛	
諧	U+8AE7	traditional	谐	
諫	U+8AEB	traditional	谏	
諭	U+8AED	traditional	谕	
諮	U+8AEE	traditional	谘	
諱	U+8AF1	traditional	讳	
諳	U+8AF3	traditional	谙	
諶	U+8AF6	traditional	谌	
諷	U+8AF7	traditional	讽	
諸	U+8AF8	traditional	诸	
諺	U+8AFA	traditional	谚	
諾	U+8AFE	traditional	诺	
謀	U+8B00	traditional	谋	
謁	U+8B01	traditional	谒	
謂	U+8B02	traditional	谓	
謄	U+8B04	traditional	誊	
謅	U+8B05	traditional	诌	
謊	U+8B0A	traditional	谎	
謎	U+8B0E	traditional	谜	
謐	U+8B10	traditional	谧	
謔	U+8B14	traditional	谑	
謗	U+8B17	traditional	谤	
謙	U+8B19	traditional	谦	
謚	U+8B1A	traditional	谥	
講	U+8B1B	traditional	讲	
謝	U+8B1D	traditional	谢	
謠	U+8B20	traditional	谣	
謨	U+8B28	traditional	谟	
謫	U+8B2B	traditional	谪	
謬	U+8B2C	traditional	谬	
謳	U+8B33	traditional	讴	
謹	U+8B39	traditional	谨	
謾	U+8B3E	traditional	谩	
證	U+8B49	traditional	证	
譎	U+8B4E	traditional	谲	
譏	U+8B4F	traditional	讥	
譖	U+8B56	traditional	谮	
識	U+8B58	traditional	识	
譙	U+8B59	traditional	谯	
譚	U+8B5A	traditional	谭	
譜	U+8B5C	traditional	谱	
譫	U+8B6B	traditional	谵	
譯	U+8B6F	traditional	译	
議	U+8B70	traditional	议	
譴	U+8B74	traditional	谴	
護	U+8B77	traditional	护	
譽	U+8B7D	traditional	誉	
讀	U+8B80	traditional	读	
變	U+8B8A	traditional	变	
讌	U+8B8C	traditional	䜩	
讒	U+8B92	traditional	谗	
讓	U+8B93	traditional	让	
讕	U+8B95	traditional	谰	
讖	U+8B96	traditional	谶	
讚	U+8B9A	traditional	𬤮	
讞	U+8B9E	traditional	谳	
豈	U+8C48	traditional	岂	
豎	U+8C4E	traditional	竖	
豐	U+8C50	traditional	丰	
豬	U+8C6C	traditional	猪	
貓	U+8C93	traditional	猫	
貝	U+8C9D	traditional	贝	
貞	U+8C9E	traditional	贞	
負	U+8CA0	traditional	负	
財	U+8CA1	traditional	财	
貢	U+8CA2	traditional	贡	
貧	U+8CA7	traditional	贫	
貨	U+8CA8	traditional	货	
販	U+8CA9	traditional	贩	
貪	U+8CAA	traditional	贪	
貫	U+8CAB	traditional	贯	
責	U+8CAC	traditional	责	
貯	U+8CAF	traditional	贮	
貲	U+8CB2	traditional	赀	
貳	U+8CB3	traditional	贰	
貴	U+8CB4	traditional	贵	
貶	U+8CB6	traditional	贬	
買	U+8CB7	traditional	买𧹒	
貸	U+8CB8	traditional	贷	
費	U+8CBB	traditional	费	
貼	U+8CBC	traditional	贴	
貽	U+8CBD	traditional	贻	
貿	U+8CBF	traditional	贸	
賀	U+8CC0	traditional	贺	
賁	U+8CC1	traditional	贲	
賂	U+8CC2	traditional	赂	
賃	U+8CC3	traditional	赁	
賄	U+8CC4	traditional	贿	
賅	U+8CC5	traditional	赅	
資	U+8CC7	traditional	资	
賈	U+8CC8	traditional	贾	
賊	U+8CCA	traditional	贼	
賑	U+8CD1	traditional	赈	
賒	U+8CD2	traditional	赊	
賓	U+8CD3	traditional	宾	
賙	U+8CD9	traditional	赒	
賚	U+8CDA	traditional	赉	
賜	U+8CDC	traditional	赐	
賞	U+8CDE	traditional	赏	
賠	U+8CE0	traditional	赔	
賢	U+8CE2	traditional	贤	
賣	U+8CE3	traditional	卖	
賤	U+8CE4	traditional	贱	
賦	U+8CE6	traditional	赋	
質	U+8CEA	traditional	质	
賬	U+8CEC	traditional	账𧹔	
賭	U+8CED	traditional	赌	
賴	U+8CF4	traditional	赖	
賺	U+8CFA	traditional	赚	
購	U+8CFC	traditional	购	
賽	U+8CFD	traditional	赛	
贄	U+8D04	traditional	贽	
贅	U+8D05	traditional	赘	
贈	U+8D08	traditional	赠	
贊	U+8D0A	traditional	赞	
贍	U+8D0D	traditional	赡	
贏	U+8D0F	traditional	赢	
贓	U+8D13	traditional	赃𰷭	
贔	U+8D14	traditional	赑	
贖	U+8D16	traditional	赎	
贗	U+8D17	traditional	赝	
贛	U+8D1B	traditional	赣	
趕	U+8D95	traditional	赶	
趙	U+8D99	traditional	赵	
趨	U+8DA8	traditional	趋	
跡	U+8DE1	traditional	迹	
踐	U+8E10	traditional	践	
踴	U+8E34	traditional	踊	
蹌	U+8E4C	traditional	跄	
蹡	U+8E61	traditional	𬧀	
蹣	U+8E63	traditional	蹒	
蹤	U+8E64	traditional	踪𧿛	
蹺	U+8E7A	traditional	跷	
躂	U+8E82	traditional	跶	
躉	U+8E89	traditional	趸	
躊	U+8E8A	traditional	踌	
躋	U+8E8B	traditional	跻	
躍	U+8E8D	traditional	跃	
躑	U+8E91	traditional	踯	
躓	U+8E93	traditional	踬	
躕	U+8E95	traditional	蹰	
躚	U+8E9A	traditional	跹	
躡	U+8EA1	traditional	蹑	
躥	U+8EA5	traditional	蹿	
躪	U+8EAA	traditional	躏	
軀	U+8EC0	traditional	躯	
軃	U+8EC3	traditional	𰹀	
車	U+8ECA	traditional	车	
軋	U+8ECB	traditional	轧	
軌	U+8ECC	traditional	轨	
軍	U+8ECD	traditional	军	
軎	U+8ECE	traditional	𰹲	
軒	U+8ED2	traditional	轩	
軔	U+8ED4	traditional	轫	
軛	U+8EDB	traditional	轭	
軟	U+8EDF	traditional	软	
軫	U+8EEB	traditional	轸	
軲	U+8EF2	traditional	轱	
軸	U+8EF8	traditional	轴	
軻	U+8EFB	traditional	轲	
軼	U+8EFC	traditional	轶	
軾	U+8EFE	traditional	轼	
輂	U+8F02	traditional	𰺅	
較	U+8F03	traditional	较	
載	U+8F09	traditional	载	
輊	U+8F0A	traditional	轾	
輒	U+8F12	traditional	辄	
輓	U+8F13	traditional	挽𬨈	
輔	U+8F14	traditional	辅	
輕	U+8F15	traditional	轻	
輛	U+8F1B	traditional	辆	
輝	U+8F1D	traditional	辉	
輟	U+8F1F	traditional	辍	
輥	U+8F25	traditional	辊	
輦	U+8F26	traditional	辇	
輩	U+8F29	traditional	辈	
輪	U+8F2A	traditional	轮	
輬	U+8F2C	traditional	辌	
輯	U+8F2F	traditional	辑	
輸	U+8F38	traditional	输	
輻	U+8F3B	traditional	辐	
輾	U+8F3E	traditional	辗	
輿	U+8F3F	traditional	舆	
轀	U+8F40	traditional	辒	
轂	U+8F42	traditional	毂	
轄	U+8F44	traditional	辖	
轅	U+8F45	traditional	辕	
轆	U+8F46	traditional	辘	
轉	U+8F49	traditional	转	
轍	U+8F4D	traditional	辙	
轎	U+8F4E	traditional	轿	
轗	U+8F57	traditional	𫐘	
轘	U+8F58	traditional	𮝹	
轟	U+8F5F	traditional	轰	
轡	U+8F61	traditional	辔	
轤	U+8F64	traditional	轳	
辦	U+8FA6	traditional	办	
辭	U+8FAD	traditional	辞	
辮	U+8FAE	traditional	辫	
辯	U+8FAF	traditional	辩	
農	U+8FB2	traditional	农	
迴	U+8FF4	traditional	回	
逕	U+9015	traditional	迳	
這	U+9019	traditional	这	
連	U+9023	traditional	连	
進	U+9032	traditional	进	
運	U+904B	traditional	运	
過	U+904E	traditional	过	
達	U+9054	traditional	达	
違	U+9055	traditional	违	
遙	U+9059	traditional	遥	
遜	U+905C	traditional	逊	
遞	U+905E	traditional	递	
遠	U+9060	traditional	远	
適	U+9069	traditional	适	
遲	U+9072	traditional	迟	
遷	U+9077	traditional	迁	
選	U+9078	traditional	选	
遺	U+907A	traditional	遗	
遼	U+907C	traditional	辽	
邁	U+9081	traditional	迈	
還	U+9084	traditional	还	
邇	U+9087	traditional	迩	
邊	U+908A	traditional	边	
邏	U+908F	traditional	逻	
郟	U+90DF	traditional	郏	
郵	U+90F5	traditional	邮	
鄆	U+9106	traditional	郓	
鄉	U+9109	traditional	乡	
鄒	U+9112	traditional	邹	
鄖	U+9116	traditional	郧	
鄦	U+9126	traditional	𰻡	
鄧	U+9127	traditional	邓	
鄭	U+912D	traditional	郑	
鄰	U+9130	traditional	邻	
鄲	U+9132	traditional	郸	
鄴	U+9134	traditional	邺	
醜	U+919C	traditional	丑	
醞	U+919E	traditional	酝	
醫	U+91AB	traditional	医	
醬	U+91AC	traditional	酱	
醱	U+91B1	traditional	酦	
釀	U+91C0	traditional	酿	
釁	U+91C1	traditional	衅	
釋	U+91CB	traditional	释	
釐	U+91D0	traditional	厘	
釒	U+91D2	traditional	钅	
釗	U+91D7	traditional	钊	
釘	U+91D8	traditional	钉	
針	U+91DD	traditional	针	
釣	U+91E3	traditional	钓	
釦	U+91E6	traditional	𬬪	
釧	U+91E7	traditional	钏	
釩	U+91E9	traditional	钒	
釵	U+91F5	traditional	钗	
釺	U+91FA	traditional	钎	
鈀	U+9200	traditional	钯	
鈄	U+9204	traditional	钭	
鈆	U+9206	traditional	𫓪	
鈉	U+9209	traditional	钠	
鈍	U+920D	traditional	钝	
鈎	U+920E	traditional	钩	
鈔	U+9214	traditional	钞	
鈕	U+9215	traditional	钮	
鈞	U+921E	traditional	钧	
鈣	U+9223	traditional	钙	
鈦	U+9226	traditional	钛	
鈴	U+9234	traditional	铃	
鈷	U+9237	traditional	钴	
鈺	U+923A	traditional	钰	
鈽	U+923D	traditional	钸	
鈾	U+923E	traditional	铀	
鈿	U+923F	traditional	钿	
鉀	U+9240	traditional	钾	
鉅	U+9245	traditional	钜	
鉉	U+9249	traditional	铉	
鉗	U+9257	traditional	钳	
鉚	U+925A	traditional	铆	
鉛	U+925B	traditional	铅	
鉞	U+925E	traditional	钺	
鉤	U+9264	traditional	钩𰽭	
鉧	U+9267	traditional	𬭁	
鉸	U+9278	traditional	铰	
鉻	U+927B	traditional	铬	
鉾	U+927E	traditional	𫓴	
銀	U+9280	traditional	银	
銃	U+9283	traditional	铳	
銅	U+9285	traditional	铜	
銑	U+9291	traditional	铣	
銓	U+9293	traditional	铨	
銖	U+9296	traditional	铢	
銘	U+9298	traditional	铭	
銚	U+929A	traditional	铫	
銜	U+929C	traditional	衔	
銨	U+92A8	traditional	铵	
銬	U+92AC	traditional	铐	
銲	U+92B2	traditional	𬭍	
銳	U+92B3	traditional	锐	
銷	U+92B7	traditional	销	
銹	U+92B9	traditional	锈	
銼	U+92BC	traditional	锉	
銾	U+92BE	traditional	𰾁	
鋁	U+92C1	traditional	铝	
鋃	U+92C3	traditional	锒	
鋅	U+92C5	traditional	锌	
鋇	U+92C7	traditional	钡	
鋌	U+92CC	traditional	铤	
鋒	U+92D2	traditional	锋	
鋤	U+92E4	traditional	锄	
鋥	U+92E5	traditional	锃	
鋦	U+92E6	traditional	锔	
鋩	U+92E9	traditional	铓	
鋪	U+92EA	traditional	铺	
鋯	U+92EF	traditional	锆	
鋰	U+92F0	traditional	锂	
鋸	U+92F8	traditional	锯	
鋼	U+92FC	traditional	钢	
錄	U+9304	traditional	录	
